date,actual_return,dir_prob,clf_signal_basic,clf_signal_atr,atr_active,strategy_return_basic,strategy_return_atr,cum_basic,cum_atr,cum_hold
2024-06-26,-0.0021549847749991156,0.4928950369358063,-1.0,-1.0,1.0,0.0021549847749991156,0.0021549847749991156,0.036594546944815676,0.01370550162436257,-0.03312225967188376
2024-06-27,-0.002759294299526374,0.4895940124988556,-1.0,-1.0,1.0,0.002759294299526374,0.002759294299526374,0.03945481636912085,0.016502613436393254,-0.03579015990911005
2024-06-28,0.0026522078836921812,0.49207666516304016,-1.0,-1.0,1.0,-0.0026522078836921812,-0.0026522078836921812,0.03669796611040499,0.013806637191243532,-0.03323287496968741
2024-07-01,0.002498179976998341,0.4953579902648926,-1.0,0.0,1.0,-0.002498179976998341,0.0,0.03410810800927311,0.013806637191243532,-0.030817716695516473
2024-07-02,0.00017177131184862907,0.49632564187049866,-1.0,0.0,1.0,-0.00017177131184862907,0.0,0.03393047790296699,0.013806637191243532,-0.030651238983292917
2024-07-03,0.001052856180220774,0.4978032410144806,-1.0,0.0,1.0,-0.001052856180220774,0.0,0.03284189780938829,0.013806637191243532,-0.029630654149467084
2024-07-04,0.0041682348697401434,0.4914633333683014,-1.0,-1.0,1.0,-0.0041682348697401434,-0.0041682348697401434,0.02853677019601064,0.009580853014929058,-0.02558592680556604
2024-07-05,0.0016094691090687886,0.4851614236831665,-1.0,-1.0,1.0,-0.0016094691090687886,-0.0016094691090687886,0.026881372036838824,0.007955963818894185,-0.024017637455317598
2024-07-08,0.0014172852076074353,0.48394355177879333,-1.0,0.0,0.0,-0.0014172852076074353,0.0,0.02542598825828346,0.007955963818894185,-0.02263439208999718
2024-07-09,0.0004547759228130968,0.485077828168869,-1.0,0.0,0.0,-0.0004547759228130968,0.0,0.02495964920819671,0.007955963818894185,-0.022189909743734137
2024-07-10,-0.0014935765778125393,0.4869796335697174,-1.0,-1.0,1.0,0.0014935765778125393,0.0014935765778125393,0.02649050493345717,0.009461423237920652,-0.02365034399208965
2024-07-11,0.0017101581900879357,0.48908889293670654,-1.0,0.0,0.0,-0.0017101581900879357,0.0,0.024735043789397837,0.009461423237920652,-0.02198063163147812
2024-07-12,0.003635807059775768,0.49298301339149475,-1.0,0.0,0.0,-0.003635807059775768,0.0,0.02100930488278885,0.009461423237920652,-0.018424741907366426
2024-07-15,0.0011749830043508219,0.4976506233215332,-1.0,0.0,0.0,-0.0011749830043508219,0.0,0.019809636302267508,0.009461423237920652,-0.017271407661616278
2024-07-16,0.0014706445837825762,0.5024422407150269,1.0,0.0,0.0,0.0014706445837825762,0.0,0.02130941382038487,0.009461423237920652,-0.015826163179965436
2024-07-17,8.714869009926246e-05,0.5054799318313599,1.0,0.0,0.0,8.714869009926246e-05,0.0,0.021398419597985496,0.009461423237920652,-0.015740393719256618
2024-07-18,0.0034511861306799033,0.5047985911369324,1.0,0.0,0.0,0.0034511861306799033,0.0,0.024923455657600346,0.009461423237920652,-0.012343530617072052
2024-07-19,-0.0035383348207792247,0.5006954669952393,1.0,0.0,0.0,-0.0035383348207792247,-0.0,0.021296933305813726,0.009461423237920652,-0.015838189893657595
2024-07-22,-0.00021806902047437983,0.4979293644428253,-1.0,0.0,0.0,0.00021806902047437983,-0.0,0.02151964652767302,0.009461423237920652,-0.01605280509557583
2024-07-23,-0.0008607103043199634,0.499363511800766,-1.0,0.0,0.0,0.0008607103043199634,-0.0,0.02239887901350457,0.009461423237920652,-0.016899698585136846
2024-07-24,-0.003598023824621103,0.504024088382721,1.0,0.0,0.0,-0.003598023824621103,-0.0,0.01872026348854794,0.009461423237920652,-0.02043691689161975
2024-07-25,-0.0010302791156022808,0.5049370527267456,1.0,0.0,0.0,-0.0010302791156022808,-0.0,0.017670697276434888,0.009461423237920652,-0.021446140278561288
2024-07-26,0.0010845501051680547,0.5028308629989624,1.0,0.0,0.0,0.0010845501051680547,0.0,0.01877441213819231,0.009461423237920652,-0.02038484958708786
2024-07-29,0.0002279279649853626,0.5035492181777954,1.0,0.0,0.0,0.0002279279649853626,0.0,0.019006619316729978,0.009461423237920652,-0.020161567899385502
2024-07-30,-0.0031643268838695902,0.4995858669281006,-1.0,0.0,0.0,0.0031643268838695902,-0.0,0.022231089357075184,0.009461423237920652,-0.023262096991930048
2024-07-31,-0.0003137327528508791,0.4989270269870758,-1.0,0.0,0.0,0.0003137327528508791,-0.0,0.022551796730788887,0.009461423237920652,-0.023568531663054504
2024-08-01,0.000724951551994476,0.5009605884552002,1.0,0.0,0.0,0.000724951551994476,0.0,0.02329309724282358,0.009461423237920652,-0.02286066615466742
2024-08-02,-0.003360575274129946,0.5001850724220276,1.0,0.0,0.0,-0.003360575274129946,-0.0,0.01985424376204148,0.009461423237920652,-0.026144416439367824
2024-08-05,0.011358892636365093,0.5037597417831421,1.0,0.0,1.0,0.011358892636365093,0.0,0.03143865862167572,0.009461423237920652,-0.01508249542237794
2024-08-06,0.0036727188635254445,0.5024847388267517,1.0,0.0,1.0,0.0036727188635254445,0.0,0.03522684283976507,0.009461423237920652,-0.011465170324299279
2024-08-07,-0.002264177736969769,0.4868404269218445,-1.0,-1.0,1.0,0.002264177736969769,0.002264177736969769,0.037570780410036475,0.011747023318745775,-0.013703388877870148
2024-08-08,0.00017476919764657832,0.48368382453918457,-1.0,-1.0,1.0,-0.00017476919764657832,-0.00017476919764657832,0.03738944499724273,0.011570201103259015,-0.013531014610502767
2024-08-09,-0.001135781683557143,0.48368772864341736,-1.0,-1.0,1.0,0.001135781683557143,0.001135781683557143,0.038567692927585995,0.012719124009304306,-0.014651428015505341
